county,Case_Fatality_Ratio,final_full,final_elderly,final_booster,final_elderly_booster,avg_full,obesity_pct,diabetes_deaths,smoking_pct,sedentary_pct,poverty_pct,hospital_beds,overweight_pct,pct_65plus,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,EP_NHPI,EP_TWOMORE,EP_OTHERRACE,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ
Hernando,2.35354310565362,0.5589999999999999,0.836,0.456,0.636,0.38100709219858153,0.307,0.38,0.215,0.318,0.132,0.6406380055856755,0.376,0.275630158,0.5606,0.5606,0.3182,0.1212,0.3333,0.23,0.059000000000000004,0.249,0.106,0.126,0.268,0.184,0.19,0.048,0.013999999999999999,0.258,0.049,0.156,0.012,0.002,0.001,0.03,0.006999999999999999,0.027999999999999997,0.159,0.013999999999999999,0.051,0.011000000000000001
Highlands,2.56596214946816,0.534,0.76,0.44,0.578,0.3607960992907801,0.29100000000000004,0.282,0.165,0.34,0.159,0.5420362960714779,0.365,0.3650712927,0.697,0.8939,0.6212,0.5,0.7576,0.272,0.068,0.213,0.138,0.131,0.35700000000000004,0.168,0.203,0.046,0.036000000000000004,0.354,0.09,0.215,0.013999999999999999,0.001,0.0,0.028999999999999998,0.005,0.028999999999999998,0.231,0.027000000000000003,0.052000000000000005,0.02
Hillsborough,0.906395763383466,0.643,0.9229999999999999,0.40700000000000003,0.623,0.4198439716312056,0.302,0.223,0.16,0.27399999999999997,0.14,0.5327397357717866,0.386,0.1490046578,0.5455,0.6061,0.8939,0.5303,0.6667,0.221,0.048,0.31,0.107,0.11900000000000001,0.146,0.218,0.11800000000000001,0.07,0.065,0.537,0.155,0.299,0.042,0.001,0.001,0.033,0.006,0.177,0.065,0.03,0.059000000000000004,0.018000000000000002
Holmes,1.63826998689384,0.3,0.605,0.326,0.466,0.2070833333333333,0.436,0.524,0.24,0.4,0.188,-0.03489156282794293,0.325,0.2038111433,0.6515,0.6364,0.0303,0.5758,0.5455,0.29600000000000004,0.047,0.19699999999999998,0.17300000000000001,0.163,0.20199999999999999,0.205,0.188,0.071,0.006999999999999999,0.14800000000000002,0.065,0.032,0.006,0.006,0.002,0.034,0.001,0.006,0.365,0.027000000000000003,0.051,0.08800000000000001
Indian River,1.78026704005601,0.6859999999999999,0.95,0.483,0.639,0.4786968085106383,0.256,0.19399999999999998,0.159,0.267,0.107,0.6147967706164317,0.341,0.3458968469,0.3485,0.2424,0.3333,0.0606,0.1667,0.185,0.059000000000000004,0.249,0.086,0.111,0.33899999999999997,0.153,0.162,0.044000000000000004,0.017,0.265,0.08199999999999999,0.132,0.015,0.003,0.0,0.027999999999999997,0.006,0.142,0.071,0.012,0.043,0.01
Jackson,1.70789163722026,0.442,0.7559999999999999,0.384,0.569,0.30174290780141844,0.40299999999999997,0.366,0.26,0.35700000000000004,0.18100000000000002,0.3341366333588613,0.33899999999999997,0.2072572176,0.4091,0.8333,0.6061,0.3636,0.5,0.312,0.047,0.215,0.158,0.098,0.21100000000000002,0.187,0.201,0.085,0.012,0.348,0.256,0.052000000000000005,0.006,0.004,0.002,0.027999999999999997,0.002,0.006999999999999999,0.27899999999999997,0.012,0.052000000000000005,0.149
Jefferson,1.33107965349673,0.604,0.95,0.40700000000000003,0.49200000000000005,0.43521453900709217,0.29100000000000004,0.396,0.171,0.29600000000000004,0.171,-2.3496676104789618,0.359,0.2443642922,0.4848,0.197,0.7121,0.4848,0.4242,0.267,0.067,0.188,0.149,0.1,0.24100000000000002,0.172,0.20199999999999999,0.053,0.006,0.395,0.32,0.045,0.002,0.001,0.0,0.021,0.006,0.004,0.396,0.008,0.07,0.083
Lafayette,2.00789993416722,0.401,0.932,0.353,0.5660000000000001,0.2713244680851064,0.386,0.185,0.264,0.395,0.15,-2.3496676104789618,0.39299999999999996,0.1765366895,0.8788,0.3485,0.5455,0.7576,0.8333,0.354,0.086,0.187,0.215,0.151,0.192,0.182,0.21,0.037000000000000005,0.02,0.305,0.156,0.133,0.0,0.0,0.0,0.016,0.0,0.008,0.4,0.055999999999999994,0.018000000000000002,0.16699999999999998
Lake,1.60451801059275,0.672,0.95,0.452,0.608,0.46762411347517735,0.303,0.294,0.159,0.264,0.107,0.39386168914430264,0.341,0.2719290562,0.303,0.4697,0.5909,0.1818,0.2727,0.183,0.055,0.268,0.096,0.10400000000000001,0.267,0.19,0.163,0.040999999999999995,0.023,0.33399999999999996,0.09699999999999999,0.174,0.021,0.002,0.001,0.034,0.005,0.067,0.17300000000000001,0.017,0.040999999999999995,0.011000000000000001
Lee,1.0284872557014,0.634,0.905,0.45299999999999996,0.618,0.433386524822695,0.248,0.187,0.142,0.262,0.12,0.4824146735101754,0.37200000000000005,0.29494486259999997,0.4394,0.4545,0.6364,0.4091,0.4394,0.196,0.045,0.293,0.099,0.128,0.289,0.172,0.138,0.046,0.057,0.35600000000000004,0.077,0.231,0.016,0.001,0.0,0.024,0.006,0.166,0.096,0.022000000000000002,0.051,0.015
Leon,0.677561530292921,0.579,0.9470000000000001,0.483,0.7290000000000001,0.3998351063829787,0.275,0.233,0.14300000000000002,0.193,0.193,0.6647173137033033,0.308,0.1440108161,0.4697,0.0303,0.7879,0.697,0.4091,0.264,0.057,0.33299999999999996,0.067,0.08199999999999999,0.141,0.184,0.11900000000000001,0.075,0.009000000000000001,0.451,0.307,0.069,0.035,0.001,0.0,0.034,0.004,0.209,0.076,0.02,0.069,0.061
Levy,1.47635332388022,0.48,0.777,0.41600000000000004,0.584,0.32226773049645396,0.358,0.21600000000000003,0.226,0.402,0.18,-2.3496676104789618,0.37799999999999995,0.2563596596,0.5303,0.8788,0.1818,0.3788,0.5152,0.278,0.044000000000000004,0.21600000000000003,0.124,0.156,0.247,0.195,0.19899999999999998,0.055999999999999994,0.021,0.222,0.084,0.092,0.008,0.002,0.0,0.031,0.004,0.012,0.435,0.036000000000000004,0.047,0.009000000000000001
Liberty,1.08467459762071,0.345,0.7170000000000001,0.348,0.611,0.24225354609929073,0.342,0.267,0.22399999999999998,0.365,0.205,-2.3496676104789618,0.368,0.156626506,0.6364,0.5455,0.3788,0.803,0.6515,0.305,0.08199999999999999,0.19399999999999998,0.19,0.10800000000000001,0.138,0.192,0.242,0.1,0.006,0.275,0.14800000000000002,0.078,0.001,0.006999999999999999,0.0,0.039,0.002,0.002,0.405,0.013999999999999999,0.077,0.187
